code,name,prereqs
MUSC 1005,Arts Workshop for Practice and Practice-Oriented Research (LITR 1000),LITR\xa01000
MUSC 1205,Reality Remix - Experimental VR,
MUSC 1240I,Building Musical Instruments,
MUSC 1240Z,Public Art in Sound and Listening,
MUSC 1660A,Mahler's Century,
MUSC 2026,Timbre,
MUSC 2095,Creativity,
MUSC 2200,Composition Seminar,
MUSC 0032,Music and Meditation (RELS 0032),RELS\xa00032
MUSC 0075,"Jazz: Race, Power and History",
MUSC 0400,Introduction to Music Theory,
MUSC 0930,Romantic and Modern Music,MUSC\xa00550
MUSC 1130,Jazz Composition and Arranging,MUSC\xa00550
MUSC 1280,"Electronic Music Aesthetics, Perception and Analysis",
MUSC 1290,Analog/Digital Hybrids,
MUSC 1710,Choral Conducting,
MUSC 1900Z,Echoes of the Everyday: Telling Stories with Sound,
MUSC 1923,Music in the Andean Countries: From Cumbia to Carnavalito,
MUSC 1938,Sound Studies,
MUSC 1971,Digital Media and Virtual Performance,
MUSC 0021G,Duke Ellington,
MUSC 1240P,Sound Art,
MUSC 1640G,The Case of Wagner,
MUSC 1900,Introduction to Ethnomusicology,ETHN\xa01000
MUSC 1905F,Latinx Music in the U.S. (LACA 1504E),LACA\xa01504
MUSC 1920,Music and Modern Life,
MUSC 1926,Gospel Music from the Church to the Streets (RELS 1650),
MUSC 2080A,Music and Technoculture,
MUSC 0066,"The Guitar: Sound, Society, and Six String Studies",
MUSC 0505,"The Humanities in Context: Literature, Media, Critique (HMAN 0800A)",HMAN\xa00800
MUSC 1215,Site and Sound (VISA 1710),VISA\xa01710
MUSC 1225,Networked Systems for Musical Performance,
MUSC 1270,Canary in A Coalmine:How The Music Industry Destroyed Itself & How Your Business Can Avoid Its Fate,
MUSC 1663,Women in Music,
MUSC 1932,American Roots Music,
MUSC 0645,Brazilian Choro Ensemble,
MUSC 1235,Exploration in Video Art (VISA 1730),VISA\xa01730
MUSC 1240L,Rhythm Beyond Music,
MUSC 1250,Sound Design,MUSC\xa01200MUSC\xa01200
MUSC 1400,"Music, Civil Society, and Public Service",
MUSC 1701,Orchestral Conducting,MUSC\xa00550
MUSC 2080B,Ethnography of Popular Music,
MUSC 2235,Timbre in Electroacoustic Music,
MUSC 2245,Experimental Voice,
MUSC 0064,Honky Tonk Heroes,
MUSC 0646,Brazilian Choro Ensemble,
MUSC 1240J,Generative Sound Systems: Conversation + Creation,
MUSC 1240K,Designing Electronic Instruments and Controllers,
MUSC 1500C,Major Masters of Music: Igor Stravinsky,
MUSC 1905A,Music and Cultural Policy,
MUSC 1922,Black Sound,
MUSC 0010,"Music in History, from Hildegard to Hamilton",
MUSC 0044,East Asian Popular Music,
MUSC 0045,"Music, Nation, and Identity in the Middle East",
MUSC 1140,Classical Improvisation,MUSC\xa00550
MUSC 1676,Homage and Theft: Musical Borrowing in the Past Century,
MUSC 2030,Modernizing Traditional Music,
MUSC 2050,Musical Thinking,
MUSC 2085,Ethnomusicology Workshop,
MUSC 2230,Composing for Real-Time Systems,
NAHU 0200,Beginning Nahuatl II,
NAHU 0400,Nahuatl II,
NAHU 0100,Beginning Nahuatl,
NAHU 0300,Intermediate Nahuatl,NAHU\xa00100NAHU\xa00200
PRSN 0200,Basic Persian,PRSN\xa00100PRSN\xa00100
PRSN 0400,Intermediate Persian Language and Culture,PRSN\xa00300
PRSN 0720,"Modern Iran: Literature, Media & Pop Culture",
PRSN 0100,Basic Persian,
PRSN 0300,Intermediate Persian Language and Culture,PRSN\xa00200
PRSN 1100,Reading Persian for Research,
PRSN 0600,Advanced Persian Language and Culture II,PRSN\xa00500PRSN\xa00500
PRSN 0500,Advanced Persian Language and Culture I,PRSN\xa00400PRSN\xa00400
PHIL 0001,Kabbalah: An Introduction to Jewish Mysticism (RELS 0340),
PHIL 0001A,"Death: Religion, Philosophy, Law (RELS 0800)",
PHIL 0010,The Place of Persons,
PHIL 0012,Knowledge and Reality,
PHIL 0013,Paradoxes,
PHIL 0016,"Language, Thought, and Reality: Themes in the Analytic Tradition",
PHIL 0040,Critical Reasoning,
PHIL 0210,Early Modern Philosophy,
PHIL 0402,Moral Pluralism,
PHIL 0993,Political Philosophy: Historical Issues,
PHIL 0994,Recent Developments in the Philosophy of Language,
PHIL 0995,Free Will and Moral Responsibility,
PHIL 1110A,Plato,
PHIL 1120,Aristotle,
PHIL 1155,Hellenistic Ethics,
PHIL 1202,"Locke, Leibniz, Anne Conway",
PHIL 1284,History of Moral Philosophy,
PHIL 1360,Twentieth-Century Analytic Philosophy,
PHIL 1440,The Nature of Morality,
PHIL 1501,Well-Being,
PHIL 1502,Philosophy of Race and Gender,
PHIL 1560,Philosophy of Law,
PHIL 1561,"Ethics, Economics, and the Future",
PHIL 1576,Pornography,
PHIL 1610,Decision Theory: Foundations and Applications,
PHIL 1635,Advanced Deductive Logic,
PHIL 1775,Philosophy of Quantum Mechanics,
PHIL 1785,Philosophy of the Environment: Environmental Utopias,
PHIL 1791,Philosophy of Mind & Epistemology,
PHIL 1890I,Wittgenstein,
PHIL 2010,Third Year Workshop,
PHIL 2020,Dissertation Workshop,
PHIL 2701,Rational Belief and Self-Awareness,
PHIL 2970,Preliminary Examination Preparation,
PHIL 2990,Thesis Preparation,
PHIL 0011,Freedom and Equality,
PHIL 0014,Philosophy of Religion,
PHIL 0090A,Food and Philosophy,
PHIL 0110,Ancient Greek Philosophy,
PHIL 0200H,Contemporary Ethical Issues,
PHIL 0351,Nietzsche’s Zarathustra,
PHIL 0401,Ethics of Digital Technology,
PHIL 0550,Free Speech,
PHIL 0555,"Choice, Commerce, and Conflict: An Introduction to PPE",
PHIL 0640,Logic,
PHIL 0990F,Perception,
PHIL 0991,Status Anxiety,
PHIL 0992,Substance and Essence from Descartes to Hume,
PHIL 1201,Gorgias,
PHIL 1240,Kant's Moral Philosophy,
PHIL 1430,Moral Theories,
PHIL 1470,Ethics in the Novel,
PHIL 1471,"Love, Loyalty, Language, and Politics in George Orwell's Writing",
PHIL 1665,Modal Logic,
PHIL 1705,Epistemology,
PHIL 1825,Consciousness,
PHIL 1900,Philosophy of Biology,
PHIL 2501,Measuring Value,
PHIL 2502,Rawls' A Theory of Justice,
PHIL 0060,Modern Science and Human Values,
PHIL 0100,Critical Reasoning,
PHIL 0207,Food and Philosophy,
PHIL 0211,Modern Political Philosophy,
PHIL 0359,Philosophy of Socrates,
PHIL 0575,Philosophy of Sex,
PHIL 0690,Classic Results of Mathematical Logic,
PHIL 0208,Feminist Philosophy,
PHIL 0212,Relativism (In Ethics and Epistemology),
PHIL 0360,Early Modern Philosophy,
PHIL 0650,Psychology and Philosophy of Happiness,
PHIL 0990M,Descartes Meditations,
PHIL 0991Q,Advanced Topics in Philosophy of Physics,
PHIL 1282A,Hellenistic Ethics,
PHIL 1283,Philosophy of Quantum Mechanics,
PHIL 1600,Philosophy of Law,
PHIL 1630,Mathematical Logic,
PHIL 1650,Moral Theories,
PHIL 1660,Metaphysics,
PHIL 1760,Philosophy of Language,
PHIL 1890H,Sartre,
PHIL 2030B,Moral Responsibility and Free Will,
PHIL 2110P,Heidegger and Iris Murdoch,
PHIL 2140J,The Metaphysics and Epistemology of Modality,
PHIL 2160T,Fiction as a Vehicle for Considering Ethical Issues in Education,
PHIL 2700,Third Year Workshop,
PHIL 2800,Dissertation Workshop,
PHIL 0350,Ancient Philosophy,
PHIL 0540,Logic,
PHIL 0560,Political Philosophy,
PHIL 0751,Problems of Irrationality: Self-Deception and Weakness of Will,
PHIL 0880,Ethical Themes in the Contemporary American Short Story,
PHIL 1100D,Conditionals,
PHIL 1118,Plato's Republic,
PHIL 1300,Philosophy of Mathematics,
PHIL 1400,Ethics in the Novel,
PHIL 1520,Consciousness,
PHIL 1640,The Nature of Morality,
PHIL 1700,"Locke, Berkeley, Hume and Others",
PHIL 1850,Philosophical Logic,
PHIL 2020Q,Perception,
PHIL 2100P,Structural Injustice,
PHIL 2200,Graduate Proseminar,
PHIL 0500,Moral Philosophy,
PHIL 0206,Introduction to Aesthetics,
PHIL 0209,Nothingness,
PHIL 0600,Introduction to Philosophy of Physics,
PHIL 0990T,Paradox and Infinity,
PHIL 0990Y,Philosophy of Quantum Mechanics,
PHIL 0991O,The Meaning of Life,
PHIL 1281,The Philosophy of Augustine,
PHIL 1490,Philosophy of Sex,
PHIL 1550,Decision Theory: Foundations and Applications,
PHIL 1720,Kant: The Critique of Pure Reason,
PHIL 1750,Epistemology,
PHIL 1770,Philosophy of Mind,
PHIL 1820,Philosophy and Psychoanalysis,
PHIL 1880,Advanced Deductive Logic,
PHIL 2060J,Mental Representation,
PHIL 2080L,Idealism in the Twentieth Century,
PHIL 2100O,Protest and Dissent,
PHIL 2140I,Skepticism about the A Priori and A Posteriori,
PHIL 2160R,Ethical and Political Issues in George Orwell's Essays and Novels,
PHIL 2201,Aristotle's Psychology,
PHIL 0030,Skepticism and Knowledge,
PHIL 0080,Existentialism,
PHIL 0180,Topics in Feminist Philosophy,
PHIL 0200F,"Language, Race, and Gender",
PHIL 0202,Causation,
PHIL 0204,Philosophy of Attention,
PHIL 0390,Global Justice,
PHIL 0990V,Current Questions About Rational Belief,
PHIL 1200,Aristotle's Ethics,
PHIL 1420,Philosophy and Poetry,
PHIL 1590,Philosophy of Science,
PHIL 1710,17th Century Continental Rationalism,
PHIL 1910F,Schopenhauer's Ethical Thought,
PHIL 2011A,Reductionism,
PHIL 2030A,Moral Psychology,
PHIL 0160,An Introduction to Pain and Suffering,
PHIL 0170,College Ethics,
PHIL 0200G,Personal Identity and Moral Responsibility,
PHIL 0450,The Meaning of Life,
PHIL 0991M,Mental Representation,
PHIL 1002,Avicenna,
PHIL 1250,Aristotle,
PHIL 1260A,Late Plato,
PHIL 1830,Twentieth-Century Analytic Philosophy,
PHIL 1855,Modal Logic,
PHIL 1890B,Wittgenstein,
PHIL 2050H,Disagreement and other Higher-Order Evidence,
PHIL 2060I,Introspection,
PHIL 2080K,Philosophy and Architecture,
PHIL 2120L,Speech and Pornography,
PHIL 2160P,"Philosophy, Ethics, and Politics in George Orwell's Novels",
PHIL 2190J,Kant and the Development of German Idealism,
PHIL 2450,Exchange Scholar Program,
PHIL 0140,Introduction to Buddhist Philosophy,
PHIL 0201,Philosophy of Death,
PHIL 0203,Introduction to Islamic Philosophy,
PHIL 0205,Understanding Arguments,
PHIL 0400,Marxism,
PHIL 0991E,Identity and Authenticity,
PHIL 1001,Heidegger,
PHIL 1290,Kant's Moral Philosophy,
PHIL 1870,Theories of Truth,
PHIL 2110N,"Descartes, Boyle and Locke: Body, Mind, Essence and Quality",
PHIL 2140H,Inquiry,
PHIL 2170J,Nietzsche's Genealogy of Morality,
PHIL 0190,Contemporary Moral Problems,
PHIL 0990X,Conditionals,
PHIL 0991N,Ethical and Political Issues in George Orwell's Novels,
PHIL 1890G,Sartre,
PHIL 2000B,Moral Epistemology,
PHIL 2080J,Kant and Mendelssohn,
PHIL 2100M,New Themes in Democratic Theory,
PHIL 2110L,"Substance, Ancient and Modern",
PHIL 2190H,"Theories of Self-Consciousness in Classical German Philosophy (Kant, Fichte, Hegel)",
PHIL 2190I,Aristotle’s Analytics,
PHIL 0050,Aesthetics: Art and Morality,
PHIL 0260,Philosophy of Social Science,
PHIL 0300G,Introduction to the Philosophy of Wittgenstein,
PHIL 0850,Introduction to the Philosophy of Language,
PHIL 0991L,"Scepticism, Ancient and Modern: Sextus, Descartes, Hume",
PHIL 2020P,Color and its Place in Nature,
PHIL 2150I,Plato's Theaetetus,
PHIL XLIST,Courses of Interest to Philosophy Concentrators,
PHIL 0220,Introduction to Philosophy,
PHIL 0990L,Valuing Persons,
PHIL 1765,Sense and Reference,
PHIL 1885,Incompleteness,
PHIL 2000,The Philosophy of G.A. Cohen,
PHIL 2140G,The Epistemology of Logic,
PHIL 2160O,Fiction and Ethical Issues In Education,
PHIL 2170I,Guilt and Shame,
PHIL 0580,Philosophy of Economics,
PHIL 1840,Twentieth-Century Continental Philosophy,
PHIL 1890F,Eye and World: Color and the Theory of Perception,
PHIL 2080H,Aesthetics and Architecture,
PHIL 2110K,Early Modern Metaphysics and Philosophy of the Mind: Locke,
PHIL 2120K,Philosophy of Language: Slurs and Hate Speech,
PHYS 0030,Basic Physics A,PHYS\xa00050
PHYS 0040,Basic Physics B,PHYS\xa00050
PHYS 0060,Foundations of Electromagnetism and Modern Physics,PHYS\xa00050MATH\xa00100
PHYS 0100,Flat Earth to Quantum Uncertainty: On the Nature and Meaning of Scientific Explanation,
PHYS 0160,"Introduction to Relativity, Waves and Quantum Physics",PHYS\xa00470PHYS\xa00070MATH\xa00180
PHYS 0220,Astronomy,PHYS\xa00270
PHYS 0500,Advanced Classical Mechanics,PHYS\xa00070MATH\xa00180
PHYS 0560,Experiments in Modern Physics,PHYS\xa00070
PHYS 1100,General Relativity,PHYS\xa00500MATH\xa00520MATH\xa00540PHYS\xa00720
PHYS 1170,Introduction to Nuclear and High Energy Physics,PHYS\xa01410
PHYS 1250,Stellar Structure and the Interstellar Medium,PHYS\xa00270PHYS\xa00470PHYS\xa01530
PHYS 1420,Quantum Mechanics B,PHYS\xa01410
PHYS 1560,Modern Physics Laboratory,PHYS\xa00470MATH\xa00520PHYS\xa00720
PHYS 1610,Biological Physics,MATH\xa00180
PHYS 1931S,Medical Physics,
PHYS 1970J,Introduction to Fluids,
PHYS 2010,Techniques in Experimental Physics,
PHYS 2040,Classical Theoretical Physics II,
PHYS 2060,Quantum Mechanics,
PHYS 2100,General Relativity,
PHYS 2140,Statistical Mechanics,
PHYS 2300,Quantum Theory of Fields I,
PHYS 2420,Solid State Physics II,
PHYS 2630,Biological Physics,
PHYS 2970,Preliminary Examination Preparation,
PHYS 2990,Thesis Preparation,
PHYS 0050,Foundations of Mechanics,PHYS\xa00070PHYS\xa00160PHYS\xa00060MATH\xa00090MATH\xa00100
PHYS 0070,Analytical Mechanics,PHYS\xa00050
PHYS 0112,Extra-Solar Planets and the Search for Extraterrestrial Life,
PHYS 0150,The Jazz of Modern Physics,
PHYS 0270,Astronomy and Astrophysics,PHYS\xa00220
PHYS 0470,Electricity and Magnetism,PHYS\xa00040MATH\xa00180
PHYS 0720,Methods of Mathematical Physics,PHYS\xa00060MATH\xa00180
PHYS 0790,Physics of Matter,ENGN\xa00040APMA\xa00340
PHYS 1270,Extragalactic Astronomy and High-Energy Astrophysics,PHYS\xa00270PHYS\xa00470MATH\xa00190MATH\xa00200
PHYS 1410,Quantum Mechanics A,PHYS\xa00500MATH\xa00520PHYS\xa00720
PHYS 1510,Advanced Electromagnetic Theory,PHYS\xa00470MATH\xa00180
PHYS 1530,Thermodynamics and Statistical Mechanics,MATH\xa00180PHYS\xa01410
PHYS 1720,Methods of Mathematical Physics,PHYS\xa00500PHYS\xa00060MATH\xa00180
PHYS 2020,Mathematical Methods of Engineers and Physicists,
PHYS 2030,Classical Theoretical Physics I,
PHYS 2050,Quantum Mechanics,
PHYS 2070,Advanced Quantum Mechanics,
PHYS 2320,Quantum Theory of Fields II,
PHYS 2410,Solid State Physics I,
PHYS 2430,Quantum Many Body Theory,
PHYS 1600,Computational Physics,PHYS\xa00070ENGN\xa00510MATH\xa00180
PHYS 1970D,Statistical Physics in Inference and (Deep) Learning,
PHYS 2170,Introduction to Nuclear and High Energy Physics,
PHYS 2280,Astrophysics and Cosmology,PHYS\xa01280PHYS\xa01530
PHYS 2340,Group Theory,
PHYS 2470,Advanced Statistical Mechanics,
PHYS 2600,Computational Physics,PHYS\xa02030
PHYS 2620H,"Quantum Computation, Information, and Sensing",
PHYS 2620J,Statistical Physics in Inference and (Deep) Learning,
PHYS 1280,Introduction to Cosmology,PHYS\xa00160MATH\xa00190MATH\xa00200MATH\xa00350
PHYS 1970C,String Theory for Undergraduates,PHYS\xa00470
PHYS 1970G,Topological Matter,
PHYS 0114,The Science and Technology of Energy,
PHYS 0040L,Basic Physics B Lab,
PHYS 0060L,Foundations of Electromagnetism and Modern Physics,
PHYS 0160L,Introduction to Relativity and Quantum Physics,
PHYS 0030L,Basic Physics Lab,
PHYS 0050L,Foundations of Mechanics Lab,
PHYS 0070L,Analytical Mechanics,
PLSH 0200,Introductory Polish,
PLSH 1050,"Polish Cinema: Uneven Histories, Uneasy Aesthetics",
PLSH 0100,Introductory Polish,
PLSH 0400,Intermediate Polish,
PLSH 0600,Advanced Polish,
PLSH 0300,Intermediate Polish,
PLSH 1150,Polish for Reading Knowledge,
PLSH 0500,Advanced Polish,PLSH\xa00100
POLS 0110,Introduction to Political Thought,
POLS 0820I,"Crime, Mafias and Prison",
POLS 0820Z,"Is Privacy Dead? Privacy, Surveillance, and Freedom in the Digital Age",
POLS 0920I,"The Politics, Ethics, and Art of Corruption",
POLS 0920J,Transformations of American Liberalism,
POLS 1020,Politics of the Illicit Global Economy,
POLS 1040,Ancient Political Thought,
POLS 1130,The American Presidency,
POLS 1170,Constitutional Law: Individual Rights,
POLS 1225,The Politics of Nuclear Weapons,
POLS 1265,Political Institutions of East Asian Democracies,
POLS 1280,"Politics, Economy and Society in India",
POLS 1310,African American Politics,
POLS 1355,Women in Politics,
POLS 1435,Politics of Climate Change,
POLS 1440,"Security, Governance and Development in Africa",
POLS 1500,The International Law and Politics of Human Rights,POLS\xa00400
POLS 1600,Political Research Methods,
POLS 1820F,Black Protest: Theory and Praxis,
POLS 1820X,Democratic Erosion,
POLS 1821I,Issues in Democratic Theory,
POLS 1821N,Political Journalism,
POLS 1822H,Corruption and Governance Across Democracies,
POLS 1822I,Geopolitics of Oil and Energy,
POLS 1822U,War and Human Rights,
POLS 1824C,Political Communication,
POLS 1824T,US-China Relations,
POLS 1824Z,Ancients and Moderns: Quarrels and Continuities,
POLS 1825E,Health Care Politics and Policy,
POLS 1825P,Politics of Ocean Governance,
POLS 1825Q,"Political Development, Democracy, and Integration in Europe",
POLS 1826G,The Politics of Socialism,
POLS 1920,Senior Honors Thesis Preparation,POLS\xa01910POLS\xa01910
POLS 2051,Preparing the Prospectus II,POLS\xa02050
POLS 2090D,Models of Excellence in Comparative Research: Classic Works and the Scholars Who Produced Them,
POLS 2090G,Readings in American Institutions,
POLS 2112,Comparative Politics Grad Research Workshop,POLS\xa02111
POLS 2140,Contemporary Security Issues,
POLS 2190,Contemporary Democratic Theory,
POLS 2285,Language and Politics,
POLS 2365,The Social and Political Thought of Karl Marx,
POLS 2582,Quantitative Research Workshop II,
POLS 2990,Thesis Preparation,
POLS 0010,Introduction to the American Political Process,
POLS 0400,Introduction to International Politics,
POLS 0500,Foundations of Political Analysis,
POLS 1085,Injustice,
POLS 1100,U.S. Congress,
POLS 1200,Reimagining Capitalism,
POLS 1210,Latin American Politics,
POLS 1400,North Atlantic Politics after the Cold War,
POLS 1455,"Crime, Punishment, and Politics",
POLS 1520,Introduction to Feminist Theory,
POLS 1560,American Foreign Policy,POLS\xa00400
POLS 1820D,"Civil Liberties: Moral, Political and Legal Approaches",
POLS 1821V,Democracy and Inequality in American Cities,
POLS 1822M,Capitalism: For and Against,
POLS 1822W,Congressional Investigations,
POLS 1823W,American Political Thought,
POLS 1823Z,Gender and Public Policy,
POLS 1825I,The Politics of the Harlem Renaissance,
POLS 1825K,Good Government,
POLS 1825L,"Work, Exploitation, and Freedom",
POLS 1825Z,The University,
POLS 1910,Senior Honors Thesis Preparation,
POLS 2050,Preparing the Prospectus I,
POLS 2100,Proseminar in American Politics,
POLS 2111,Comparative Politics Grad Research Workshop,
POLS 2130,Proseminar in International Relations,
POLS 2275,Liberalism and Its Critics,
POLS 2360,Proseminar in Political Theory II,
POLS 2581,Quantitative Research Workshop I,
POLS 0200,Introduction to Comparative Politics,
POLS 0820Y,The Politics of Race and the Criminal Justice System,
POLS 0920E,Moral Pluralism,
POLS 0920H,Origins of American Policing,
POLS 1015,Politics and Nature,
POLS 1090,Polarized Politics,
POLS 1240,"Politics, Markets and States in Developing Countries",
POLS 1250,The Politics of European Democracies,
POLS 1315,Social Groups in American Politics,
POLS 1350,Chinese Foreign Policy,
POLS 1420,Money and Power in the International Political Economy,
POLS 1465,Introduction to Political Economy,
POLS 1820H,Contraband Capitalism: States and Illegal Global Markets,POLS\xa01020
POLS 1823J,"Freedom, Work, Leisure",
POLS 2020,American Political Development,
POLS 2025,American Social Policy in Comparative Perspective,
POLS 2090I,American and Comparative Political Behavior,
POLS 2110,Proseminar in Comparative Politics,
POLS 2220,Urban Politics,
POLS 2230,Political Loss,
POLS 2315,Nuclear Proliferation and International Security,
POLS 2345,Eco-Democracy,
POLS 2355,Tragedies of Remarriage: Stanley Cavell’s Film Philosophy in Focus,
POLS 2400,Qualitative and Mixed Methods Research,
POLS 2590,Quantitative Research Methods,
POLS 0820U,Drug War Politics,
POLS 0920A,Bleeding Heart Libertarianism,
POLS 1010,Topics in American Constitutional Law,
POLS 1050,Ethics and Public Policy,
POLS 1120,Campaigns and Elections,
POLS 1285,Quality of Democracy in Latin America,
POLS 1290,The Rise of China,
POLS 1325,Political Organizations and Social Change in America,
POLS 1390,Global Governance,POLS\xa00400
POLS 1415,Classics of Political Economy,
POLS 1530,"Gender, Slavery, and Freedom",
POLS 1823I,Urban Politics and Policy,
POLS 1825J,"Loss, Political Activism and Public Feelings: Between Fact and Affect (HIST 1972I)",HIST\xa01972
POLS 1826J,The History of Liberalism,
POLS 2040,"Institutions, Crime, and Violence",
POLS 2070,U.S. Public Opinion,
POLS 2120,Proseminar in Political Theory,
POLS 2150,"Democratic Theory, Justice, and the Law",
POLS 2160,International Political Economy,
POLS 2320,Ethnic Conflict,
POLS 2340,Political Philosophy of W. E. B. Du Bois,
POLS 2580,Introduction to Quantitative Research Methods,
POLS 0220,City Politics,
POLS 0920B,Introduction to Indigenous Politics with Pacific Islander Focus,
POLS 0920F,The Passions in Modern Political Thought,
POLS 0920G,US Populism in Comparative Perspective,
POLS 1140,Public Opinion and American Democracy,
POLS 1730,Politics of Globalization,
POLS 1770,"Education, Inequality, and American Democracy",
POLS 1822X,Technology and International Politics,POLS\xa00400
POLS 1823E,Market Democracy in Chile,
POLS 1823H,Public Opinion,
POLS 1824G,"Farms, Fisheries, and Politics",
POLS 1824V,Women in Western Political Thought,
POLS 1825F,Moral Pluralism,
POLS 1825G,"Race, The Classics and Democratic Theory",
POLS 1826I,Politics of Poverty in America,
POLS 2030,Seminar in the History of Modern Political Thought,
POLS 2265,International Security,
POLS 2600,Survey Research,
POLS 0820V,Land and Conflict,
POLS 0920C,Media and Democracy,
POLS 1075,Ancients and Moderns,
POLS 1150,Prosperity: The Ethics and Economics of Wealth Creation,
POLS 1160,Constitutional Law: Governmental Powers,
POLS 1335,Slavery and Freedom: Selections from African American Political Thought,
POLS 1360,U.S. Gender Politics,
POLS 1820E,"Pragmatism in Black and White: Race, Domination, and Democratic Faith",
POLS 1820I,Indigenous Politics in Hawai'i: Resurgence and Decolonization,
POLS 1822A,Nuclear Weapons and International Politics,
POLS 1822G,The Political Economy of Hard Policy Problems,
POLS 1822S,The Politics of Urban Transformation,
POLS 1824W,Political Violence,
POLS 1824X,"People and populism: constructions, discourses and critique",
POLS 2000,Strategies of Inquiry and Research Design,
POLS 2185,Political Theory of the American Constitution,
POLS 2330,Politics in India,
POLS 1321,Urban Politics and Urban Policy (URBN 1270),URBN\xa01270
POLS 1380,Ethnic Politics and Conflict,
POLS 1820A,American Political Development,
POLS 1820O,"Adam Smith: Philosophy, Politics and Economics",
POLS 1820R,Extralegal Governance and the Problem of Social Order,
POLS 1820Z,The Rise of Populism and Illiberalismin East-Central Europe,
POLS 1822C,Congress,
POLS 1822D,"Democracy and Education – A Focus on Jackson, MS",
POLS 1824M,The Politics of Race and the Criminal Justice System,
POLS 2210,Governing Federal Systems,
POLS 0600,Introduction to Modern South Asia (SAST 0700),SAST\xa00700
POLS 1550,War and Politics,
POLS 1820C,The Political Theory of the Economy,
POLS 1820G,Politics and Nature,
POLS 1820V,Institutions: Questions of Power and Democracy,
POLS 1823G,Women and War,
POLS 1824K,The American Welfare State in Comparative Perspective,
POLS 1824R,Democracy and Education,
POLS 1924C,Political Communication (PLCY 1702F),
POLS 2155,The Political Economy of Labor and Development: The Future of Work,
POLS 2165,Territorial Conflict,
POLS 1185,Environmental Political Thought,
POLS 1190,The Politics of Climate Change,
POLS 1215,"Fiction and Methods in Social Research: Debates on Inequality, Poverty, and Violence",
POLS 1220,Politics in Russia and Eastern Europe,
POLS 1260,Maps and Politics,
POLS 1270,Middle East Politics,
POLS 1320,Urban Politics and Urban Public Policy,
POLS 1821L,"International Relations of Russia, Europe and Asia",
POLS 1823N,"Nationalism: Problems, Paradoxes and Power",
POLS 1824P,Markets Without Limits,
POLS 2235,Disobedience and Resistance,
POLS 2260,Comparative Politics and China,
POLS 0820H,Race and Visions of Justice,
POLS 0820T,Women's Work and Welfare in Global Perspective,
POLS 1820S,Two Liberal Traditions: English and French,
POLS 1820T,"Race, Crime, and Public Policy",
POLS 1822Z,Social Attitudes and their Impact on U.S. Politics,
POLS 1823Y,Global Governance,
POLS 1824J,"Culture, Identity and Development",
POLS 1824N,Feminist Theory for a Heated Planet,
POLS 2060,International Relations and History,
POLS 2255,"States, Societies and Development",
POLS 2300,Latin American Political Thought,
POLS 1180,Feminist Thoughts for a Heated Climate,
POLS 1295,The Politics of Health and Disease,
POLS 1821G,"Representation, Parties and Interest Groups",
POLS 1821J,Rhode Island Government and Politics,
POLS 1824O,Democracy,
POLS 1824Q,The International Politics of Climate Change,
POLS 2035,Contemporary Political Theory,
POLS 2075,Social Groups in U.S. Politics,
POLS 0820W,Bleeding Heart Libertarianism,
POLS 1821M,War in Film and Literature,
POLS 1824B,Post Conflict Politics,
POLS 1824I,Civil Disobedience (MCM 1504Z),
POLS 1824L,Environmental Political Thought,
POLS 2135,Political Economy of International Security,
POLS 2180,Business-State Relations in the Advanced Industrial Countries,
POBS 0105,Accelerated Portuguese,POBS\xa00105
POBS 0400,Writing and Speaking Portuguese,POBS\xa00105POBS\xa00110POBS\xa00400
POBS 0630B,"Lusophone Cities in Literature, Film and Music.",
POBS 1020,Anthropocene with Many Accents: Environmentalizing the Afro-Luso-Brazilian Triangle,
POBS 1601R,Beyond the Masterpiece Tradition: Mining the Archive for Alternative Histories of Portuguese Cinema,
POBS 1740,Artful Teaching: Intersecting the Arts with Foreign and Second Language Acquisition,
POBS 2600D,Brazilian Fictions of the Self,
POBS 2600P,Fernando Pessoa and Co,
POBS 2970,Preliminary Examination Preparation,
POBS 2990,Thesis Preparation,
POBS 0630A,The nature of things: an object-oriented approach to Lusophone studies,POBS\xa00110POBS\xa00400
POBS 0810,Belonging and Displacement: Cross-Cultural Identities,
POBS 0910,On the Dawn of Modernity,
POBS 1601P,Global Decolonization in Africa and Asia: the Portuguese Case in a Comparative Perspective,
POBS 1601Q,Portuguese and Lusophone African Literature and Cinema,
POBS 1800C,"Constructing Men, Projecting Masculinity: Questioning Gender, Sex, and Sexuality in Brazil",
POBS 1975,Portuguese Discoveries and Early Modern Global History (HIST 1975J),HIST\xa01975
POBS 2600E,António Lobo Antunes and his contemporaries,
POBS 2600I,Modern and Contemporary Brazilian Poetry,
POBS 0281,Digital Dreams: Brazil Cinema on the World Stage,
POBS 0673A,Colonial Encounters in the Early Atlantic (HIST 0673A),HIST\xa00673
POBS 1070A,On Both Sides of the Lens: Latin American Women Filmmakers (GNSS 1070),GNSS\xa01070
POBS 0630,Imagining the Environment the Lusophone World,POBS\xa00110POBS\xa00400
POBS 1030,Portuguese Stylistics: Advanced Language Study and Creative Writing,
POBS 1600H,Politics and Culture under the Brazilian Military Dictatorship 1964-85 (HIST 1967L),HIST\xa01967
POBS 1670,History of Brazil (HIST 1310),HIST\xa01310
POBS 2020B,Cross-Cultural Growth and Development,
