code,subject,terms,name,prereqs,postreqs,info
LITR 1000,LITR,['201910'],The Arts Workshop for Practice and Practice-Oriented Research,,[],"['This collaborative course will provide a forum for discussing in-progress creative research and practice. Offered jointly by the Brown Arts Initiative and Brown’s arts departments, the weekly workshop will host an interdisciplinary group of faculty, graduate students, and undergraduates. Each participant will apply with a specific creative practice/research project to be workshopped and developed during the course of the semester. In the semester following the seminar, participants will have access to production assistance from the BAI for further project development. The course requires an online application process, and successful applicants with be provided with instructor permission to enroll.']"
LITR 1150M,LITR,"['201910', '201810']",Short Fiction Experiments,,[],"['A course in fiction which pushes against the very definitions of stories and fictions. Using short forms, we will examine our habits and assumptions of story telling and engage in willful adventures of mind, spirit, and language. Prerequisites include a passion for trying everything and anything once. No prior writing experience needed. Written permission required.']"
LITR 1151O,LITR,"['201910', '201710']",Ideas of Narration Before Don Quixote,,[],"['We shall read fictional narratives (and some narrative poetry) from the first moments of preserved literature up to Don Quixote, for clues about how earlier writers thought about form and narration. Of what was narrative fashioned before “omniscience” was a relevant term? Before there was a science of psychology that could speak to the protagonists? What can we say about the diversity and unpredictability of early narrative writing, and how does that contrast with the more consistent look and feel of the nineteenth century? How can these “ancient fictions” inform an interest in narrative innovation and formal ingenuity today?']"
LITR 1151S,LITR,"['201910', '201720']",Fan_Fic,,[],"[""Fan fiction is a thing, right? And, let's be honest, we all secretly love this kinda thing! O, to relive those Microsoft '95 nights spent reading semi-romantic Legend of Zelda fan fiction... What compels us to reinvent the stories we're already attached to? The texts we might consider fan fiction exist on a spectrum somewhere between high literary and kitsch, between Milton and My Immortal. If not a proper genre, let's imagine that fan fiction is a particular (perhaps ancient) practice of literary mimesis. The question is whether it's possible to create a wholly original derivative.""]"
LITR 1151X,LITR,"['201910', '201810']",Interdisciplinary Arts Workshop: Translation of Concept,,[],"['Art-making is an act of translation – a thought, process, question, object, declaration, desire, system, or intention is filtered through the artist and subsequently finds new existence in the form of art. This project-centered workshop is a cross-genre exploration of that filter, where participants working in differing genres will be asked to engage a wide range of materials to “translate” into their art-making process. Please be prepared to write, dance, sing, mix, draw, ask, reach, and fail, in and out of your comfort zone. Individual and collaborative work expected. For writers, dancers, architects, musicians, painters, digital artists, “non-artists.” Written permission required.']"
LITR 1152A,LITR,['201910'],Survey of the Historic Avant-Garde,,[],"[""The avant-garde is a famously slippery category; the definition we'll be working from, more or less, is the series of movements and individuals from 1900 to 1940, based mostly in Europe, that led culture and the arts in directions that talked back to power, pushed aesthetic limits outward, and explored ways to give the arts social and political weight. While largely focused on writers, we'll also spend a lot of time with visual artists and other media and will address questions such the line between Modernism and the Avant-Garde and the roles of women in these movements.""]"
LITR 1152D,LITR,['201910'],Islands of the Mind (HIST 1964S),,[],[]
LITR 1152E,LITR,['201910'],Between the Seams: Hybrid Works,,[],"['Michael Ondaatje’s The Collected Works Of Billy The Kid is part novel, poetry sequence, and visual collage; Anne Carson’s Autobiography of Red is novel and poem. If, as Georges Bataille has put it, literature is a series of dislocations rather than a continuum, these “hybrid” works and others mark important breaks in the literary status quo. We will take inspiration from writing in which structures rub up against each other. Using poetry and prose, we’ll seek intuitive logics in juxtaposition of text and image, and look at writers using hybrid forms as models for documenting ways of knowing and unknowing.']"
LITR 2110O,LITR,"['201910', '201710']","Dialogue, Monologue, & Dialect",,[],"['This hybrid workshop/seminar for graduate students will use works of fiction, cinema, theater, and narrative poetry as beginning points for experiments and discussions centered on a wide range of concepts and practices designed to widen how they hear and see the possibilities of voice and body language in their work. Special attention will be paid to regional and international, especially hybrid, forms of English.']"
LITR 0900A,LITR,"['201900', '201800', '201700']",Classic Short Stories,,[],"[""This course introduces you to a selection of works by important writers of the short story. We shall explore the richness and diversity of short fiction through close reading and discussion, affording you an appreciation of the short story in general and of our writers' countries and histories in particular. Our focus will be on authorial strategies and themes explored. Artistic and political movements will be introduced as they impact the works. Furthermore, you will learn the appropriate terminology as tools for textual and critical analysis. Finally, this course will to develop your capacity for self-expression.""]"
LITR 0310L,LITR,['201820'],Coding for Language: An Introduction,,[],"['In a time when almost every word and sentence will become digitized by computers, language becomes programmable. In this project centered workshop we are going to explore what possibilities, questions and challenges programming bring to language, especially in reading and writing practices. For students who are interested in language, coding, poetics, and creative writing, you’ll learn through doing, reading, discussing and collaborating on works in programmable media. Some previous experience with programming is desirable. If you have a basic understanding of programming and are willing to spend more time to code for language, this course is for you.']"
LITR 0610D,LITR,['201820'],Four Performance Texts,,[],"['Performance studies is a capacious, interdisciplinary field that can traverse theater, visual art, music, literature, and dance, as well as aspects of lived life that are not necessarily considered art: ritual, sporting event, political protest. It is time-based, and thus for the most part, ephemeral. An artist may stage, orchestrate, or frame a set of behaviors, actions, events or even just intentions – they may or may not be the actual performer. Because of the embodied nature of performance, aspects of identity such as race, gender, and sexuality often play a visible role in the dynamics of the work.\nThe documentation of performance can exist in a wide range of formats, and usually endure for much longer than the performance itself. In this course, we will engage a “deep dive” on four distinct books that document performance. We will consider them both as records of the past, as well as a vehicle loaded with possibility for future actions – and we will perform some of those actions ourselves. This course will be a combination of the study of texts, the activation of texts, and the creation of texts. Individual and group work is expected.']"
LITR 0610E,LITR,['201820'],"To Gather, To Sever, To Mix, To Turn",,[],"['This highly generative workshop’s goal is to stimulate and provide students with formal tools to develop a chapbook-length series of poems by the term’s end. Students will bring materials to be transformed through processes including but not limited to collage, erasure, and translation. Such materials could be self-generated or found, and may include journal entries, dream logs, letters, text messages, images, archival matter, and much else. As examples of procedural approaches we will read poets such as Jen Bervin, Caroline Bergvall, Lyn Hejinian, Christian Hawkey, Susan Howe, Tyehimba Jess, Tan Lin, Claudia Rankine, and Stacy Szymaszek.']"
LITR 0610F,LITR,['201820'],Choose Your Own Adventure,,[],"['This game is lit. I mean this Lit is a game. How do the design elements of a novel resemble the design elements of a game? And to what extent have interactive [video] games been designed with novelistic conceits? Your adventure begins here, starting with what lies at the dark heart of the literary adventure genre (Defoe, Conrad, Behn). We’ll sojourn at contemporary indie video games (Undertale, Walking Dead, Broken Age, Gone Home), along the way analyzing how “choice” is utilized to build reciprocal fictions. We will also undertake semester-long projects—creating our own “Choose Your Own Adventure”s.']"
LITR 1010G,LITR,"['201820', '201810', '201710', '201620']",Writing3D,,[],"[""An advanced experimental workshop for writing in immersive 3D, introducing text, sound, spatial poetics, and narrative movement into Brown's Legacy Cave (now house in the Granoff Center for the Creative Arts) with links to the YURT (Yurt Ultimate Reality Theater in the Center for Computation and Vixualization). An easy-to-learn and easy-to-use application allows non-programmers to create projects on laptops and then to run them in immersive 3D audiovisuality without the necessity for specialist support. Broadly interdisciplinary, the course encourages collaboration between students with different skills in different media, who work together to discover a literary aesthetic in artificially rendered space.""]"
LITR 1151U,LITR,"['201820', '201710']",Literatura Puertorriqueña: Cruce-Ficctiones y Contra-Poemas,,[],"['The purpose of this course is to analyze the myriad ways Puerto Rico and the United States have influenced each other through literature, music, and art. In 1898, the island was ceded to the U.S. by Spain following the Spanish American war. Since then, an ongoing exchange (often one-sided) regarding the political status of the island and its people has informed a wealth of literary materials, musical hybridity, and radically avant-garde arts.']"
LITR 1231A,LITR,"['201820', '201610']",Time Mechanics: Poetry as Translation,,[],"['This seminar focuses on experimental translations and transcreations in the spirit of Spicer’s claim in After Lorca: “A poet is a time mechanic not an embalmer.” Various approaches to leading a text across the time and space divide will be studied. If for Pound to “make new” is to look elsewhere, for Zukofsky it’s to listen closely. If Hawkey’s Ventrakl posits the poem’s decomposition over time, Bang gives us a current, self-obsolescing version of Dante’s hell. And while Hsia Yü’s poems stage the clash of analogue and digital transmission technologies, Brandon Brown offers contemporary readers Fleur du mal version 2.0.']"
LITR 1231C,LITR,"['201820', '201720', '201610']",Experimental Poets of Color,,[],"[""In this course we'll read and critically engage with contemporary experimental poets of color writing in English in the US and Canada. Exploring the intersection of poetics, aesthetics, critical race (and mixed race) theory, and social justice activism in the arts, we will question the modernist and post-modernist assumptions that experimentation and innovation are exclusively the domain of whiteness. We will explore how racism, colonialism, and other contemporary systems of oppression condition responses to poets of color, and consider how poets of color respond to and engage with these systems both overtly and through their aesthetic experimentation.""]"
LITR 2110Q,LITR,['201820'],American Experimental Writing: A Survey,,[],[]
LITR 0310K,LITR,['201810'],The Web Video: Narrative Installed in the Screen,,[],"['Godard once joked, “I have a secret ambition…to be put in charge of the French newsreel.” He imagined a digestible form of consumption that blended text with pictures, documentation with advertisement, intimacy with objectification. And now we have it. The computer allows access to thousands of newspapers, also television shows, social media sites, email, reddit, first person shooting games, everything really. Looking at artists like Hito Steyerl, Jenny Holzer, Harun Farocki, Young Hae Chang Heavy Industries, Trinh Minh Ha, Sondra Perry, Angela Washko, Douglas Kearney, Xu Bing and others, we’ll explore narrative in the on screen video format.']"
LITR 1150A,LITR,['201810'],Ecopoetics in Practice,,[],"['This interdisciplinary workshop explores the many ways that research and disciplinary study around the climate and extinction crises impact how artists work and apply research (and fact-based and scientific processes) to their practice. The workshop involves students in contact with scientific research, scientists, and individual exploration of the climate- and extinction- crises. Projects in the course involve both writing and performance or other uses of time-based media, sculpture, and installation. Public space is explored explicitly as an arena of artistic practice. Group as well as individual work will be encouraged. Student artists from all disciplines, as well as students engaged in environmental or other climate- and extinction- subjects are welcome to apply. S/NC']"
LITR 1151Z,LITR,['201810'],Paysagisme and the Art of Eco-Responsibility,,[],"['Though the French word paysagisme is usually translated as ""landscaping,"" ""landscape design,"" or ""landscape architecture,"" the field also incorporates many land-based issues, including urban planning, public space use, sustainable agriculture, land reclamation, botany, ecology; also, it has provided a pronounced aesthetic element in garden and park design, and overlaps with late 20th-century and contemporary art movement known as land art. This course seeks to make this alternative way of viewing the environment available to students at Brown, emphasizing the way that paysagisme and its inclusive gesture of bringing art, aesthetics, and land use together, fosters new modes of ecological responsibility. This intensive half-credit course begins half-way through the semester, starting on October 25. Students MUST register by the deadline for adding a class; the course still operates within the academic calendar and students will not be able to attend class prior to registering for the course. Contact the instructor with any questions.']"
LITR 1231I,LITR,['201810'],"The Sacred & Profane: Dante, Milton, Rushdie",,[],"['We will explore a variety of sacred texts in the Abrahamic tradition to better understand the major works of four radical makers (in chronologic order): Dante Alighieri, John Milton, Charles Mingus, and Salman Rushdie. We will read supplementary texts by Durkheim, Eliade Mircea, Simone Weil, Carl Jung, and Edward Said.']"
LITR 0310G,LITR,['201720'],COMIX: Words + Image,,[],"['In this course we will be exploring the expansive genre of comics. You will learn how to read, analyze, compare, and create/write sequential art. This will be done through a variety of readings, in class exercises, discussions, and assignments. We will apply these reading and writing forms to the digital.']"
LITR 0310I,LITR,['201720'],Exploding the Book: An Introduction to Hybrid + Cross-Disciplinary Poetry,,[],"['How might poetry exist in three dimensions? In four? How might it interact with images? With sound? With performance? This course invites students to reimagine the ways in which human beings experience text. Exploding The Book is both an introduction to hybrid/cross-disciplinary poetry—poetry intersected with other media including image, sound, video, etc.—as well as a writing workshop. Students will be introduced to hybrid poets and text-based visual artists challenging the possibilities for where and how text exists. Additionally, students will develop a hybrid and experimental writing practice of their own.']"
LITR 1151V,LITR,['201720'],Black Box Poetics,,[],"['We live in an age when most of the language we read and write runs through proprietary digital systems we do not understand. Accordingly, this course approaches poetry in terms of code[s], data collection, overflow, opacity, and one-way mirrors. We will consider ununderstandability itself as an aesthetic property, discuss compositional strategies of selective clarity and obscurity, and use poetics to probe the unknowable. We will look closely at source code, but our purposes will be more conceptual than technical. No coding experience is required.']"
LITR 1151W,LITR,['201720'],"The Restless Desk:  Hybrid Writing, Performance, Collaboration",,[],"['Immersion in a range of writing possibilities linked to performance and collaboration. Assigned readings will explore multiple genres, theory, and engage writing prompts that are ”experiments of attention”, working with voice, instrumentation, movement, visuals, improvisation. We will invoke “documentary poetics” as a method that engages inquiry and research and consider historical and contemporary literary performance practices. Students will design semester-long creative projects out of these multiple trajectories. Several guest musicians, performers, writers will be visiting. We will have use of the University’s recording studio and prepare a final class performance.']"
LITR 2110P,LITR,['201720'],World of Echoes: The Poet as Translator,,[],"['How is a poet’s translation different from other translations? What factors determine a poet’s choice to translate a specific author? For this seminar we will read innovative poetry recently translated by a diverse group of poets. Examples include Jennifer Scapettone’s rendering of Amelia Rosselli’s Locomotrix, Sawako Nakayasu’s translations of Chika Sagawa, and Daniel Borzutzky’s version of Raúl Zurita’s The Book of Planks. Besides the translated materials, we will consider their relationship to the translator/poets’ own works and the politics of cultural transmission. Students may engage in translation projects themselves or respond creatively to the materials, thereby also engaging in translation.']"
LITR 1151N,LITR,['201715'],Zoologic: Wild Animals in the Surveillance State,,[],"['This interdisciplinary course asks students to research and deeply engage with the current status of wild animals in various states of surveillance (either through conservation and preservation, or for entertainment), trafficked for the pet trade, or living essentially as ""refugees"" in the human world. Original critical research will result in creative and collaborative projects. Site visits to animal sanctuaries, and lectures from people working with animals in a number of disciplines will be featured. Selection will prioritize seniority and relevant experience (any discipline.)']"
LITR 0510B,LITR,['201710'],Into the Machine,,[],"[""Starting from Turing's work on artificial intelligence, we shall examine the cultural and artistic ramifications of the rise of the machine, using Marx and Walter Benjamin to provide a framework. We will look at how machines generate anxiety, with special emphasis on robots, puppets and automatons; and we shall also consider utopian and dystopian images of machines, and visions of near and distant futures. Finally we will look at authors who utilize machine models of operation to generate artistic work. Authors and filmmakers include: Capek, E.T.A. Hoffman, Asimov, Lem, Breton, Redonet, Fritz Lang, Chaplin, Tati. Enrollment limited to 20 first year students.""]"
LITR 1151L,LITR,['201710'],World Tour: Recent Poetry in Translation,,[],"['This is a reading, writing, translation, and discussion class. Commit to a vigorous combination of all four. Some translation theory will be reviewed, but the emphasis of the course is upon models of translations. Texts will include translations of books by Laszlo Krasznahorkai, Jean Fremon, Yoshimasu Gozo, Kim Hysoon, Anja Utler, Adonis, and others. Enrollment limited to 12. S/NC']"
LITR 1151P,LITR,['201710'],Documentary Poetics,,[],"['This course will explore 20th and 21st century documentary poetic texts to provide points of discussion and inspiration for our own investigative poetry. We’ll look at a range of works, from those confronting the legal record to those creating their own record of the infraordinary quotidian (Perec’s term), and discuss the various aesthetic, ethical, social, and procedural questions raised. Participants will be asked to develop and create their own final documentary poetry projects. Readings will include works by Reznikoff, Niedecker, Williams, M. NourbeSe Philip, C.D. Wright, Bernadette Mayer, Cole Swensen, Raúl Zurita, Anne Carson, Cristina Rivera-Garza, and many others.']"
LITR 1151R,LITR,['201710'],Ecstatic Alphabets: Poetry by Other Means,,[],"['How to do things with words? How to do words with things? The latter is a question whose answers might prove as—if not more—compelling than its familiar inverse. Both are at the core of this course focusing on interdisciplinary works for which notions intrinsic to poetry serve as either springboard or endpoint. We will study contemporary examples as well as historical antecedents, and will experiment with producing genre-defying works that animate the written word. Among the strategies we will cover are verbivocovisual works, cut-ups and collage, sound poetry and concrete poetry, happenings, agitprop, poets theater, and dance.']"
LITR 1231F,LITR,['201710'],Listening/Voicing,,[],"['“How you sound??” the poet Amiri Baraka once asked. This seminar is concerned with acts of communication as pertains to voicing and listening. How do poets sound out in the world, and to whom? We will explore notions of voice as more than a site of identity production, looking at, for example, the various fractures possible in Sappho’s “voice” and what is carried to us through history, while also considering forms of singular and collective sounding via a range of poets and writers. On the other side of voice, we’ll read into and experiment with acts of deep listening.']"
LITR 1231G,LITR,['201710'],Traditions of Rupture: the Latin American Avant-Garde,,[],"['We will read and write creative responses to poetry and hybrid works by the generation of early 20th-century Latin American writers who shaped a distinct corpus owing as much to the European tradition as to the region’s postcolonial history and vernacular: Huidobro, Vallejo, Neruda, Borges, and Guillén, and the Brazilian Modernists. We will also study postwar innovators—Berenguer, di Giorgio, Paz, Pizarnik, Parra, and the Brazilian Concrete Poets—as well as contemporary writers’ contributions to the expansion of the field. Special focus will be devoted to translation matters, indigenous writing, and ecopoetics. Knowledge of Spanish and/or Portuguese is not necessary.']"
LITR 1231H,LITR,['201710'],New York City 1965-2001,,[],"[""NYC's a city constantly in crisis. It's a city in protest, turning over its own history, its fatal oversights. A place where missteps made in the blink of an eye might mean death—or sliding into the dark groove between princes(ses) and peasants. We’re looking for NYC's story from 1965 to 2001. Why these years as bookends? Why this city made of boroughs held together by a sticky substance of uncertain origin we might call pride or ideology…? More importantly, what does it take to write historical fiction? To write about the places most important to us?""]"
LITR 2110N,LITR,['201710'],"Drive, he sd: Robert Creeley & Co.",,[],[]
LITR 0510D,LITR,['201620'],Why Don’t We Fall In Love?,,[],"['How do we fall in love? Why? The title of our seminar was inspired by the 2002 summer pop-hit, written and produced by Rich Harrison, and famously performed by Amerie Rogers. Through poetry, film, and music, we will be critical, clinical, and sometimes implicated observers of the dynamics which structure erotic desire, the selfless (or selfish) ambition of love, and its representations.']"
LITR 1110F,LITR,['201620'],Narrative Strategies,,[],"['A course essentially geared to the creative and critical writer interested in experimenting with some of the narrative structures suggested by the great films. To include films of Akerman, Antonioni, Eisenstein, Hou Hsiao, Hsien, Goddard, marker, Tarkovsky and others and texts by Duras, Sebald and Vittorini. Instructor permission required.']"
LITR 1151F,LITR,['201620'],Choose Your Own Adventure,,[],"['This game is lit. I mean this Lit is a game. How do the design elements of a novel resemble the design elements of a game? And to what extent have interactive [video] games been designed with novelistic conceits? Your adventure begins here, starting with what lies at the dark heart of the literary adventure genre (Defoe, Conrad, Behn). We’ll sojourn at contemporary indie video games (Undertale, Walking Dead, Broken Age, Gone Home), along the way analyzing how “choice” is utilized to build reciprocal fictions. We will also undertake semester-long projects—creating our own “Choose Your Own Adventure”s.']"
LITR 1151J,LITR,['201620'],Bob Marley: Lyrics and Legend,,[],"['Bob Marley is one of the most accomplished songwriters of all time. We\'re going to engage with the lyrics of this postcolonial Caribbean writer; contemplate him as a subject of memoirs, biographies and documentaries; and explore him as a figure in the creative imaginations of novelists and poets such as Marlon James and Lorna Goodison. We\'re also going to look at reggae as an important literary esthetic. And of course listen to a lot of his music. Special attention will be paid to the albums and singles produced under the guidance of Lee ""Scratch"" Perry.']"
LITR 1151K,LITR,['201620'],"Art of Assemblage: Collage, Reportage + Re-Appropriation",,[],"['In this class we will examine works of literature that challenge and re-imagine the poetic form using re-purposed text, research, fragment and image to enter into conversation with history and contemporary culture, and illuminate the every day realities of life. We’ll explore the use and effect of collage in visual work and music, and investigate how the form operates when transformed for the page through reading, class discussion, and creative writing exercises.']"
LITR 1231D,LITR,['201620'],"Narrative Possession: spirits, shamans and the walking dead",,[],"['Narrative Possession offers a creative and critical investigation of the nature of possession as it manifests in film, fiction, and theory, exploring narrative depictions of possession across a wide range of international cultural practices including shamanism, voodoo, Spiritualism and séance. We will explore the theoretical and political ramifications of possession as it pertains to embodiment, sovereignty, private property and personal identity. Texts include works by Toni Morrison, Muriel Spark, Antoine Volodine, Zora Neal Hurston, Lafcadio Hearn, Ishmael Reed, Cesar Aira, kobo Abe, Derrida, Sartre, and De Certeau. Films include works by Cocteau, Camus, Tourneur, and Russell.']"
LITR 2110M,LITR,['201620'],Challenging the Single Story: Reading Africa,,[],"['In recent years, there has been an explosion of new writing from Africa on the international scene, even as the single narrative of the continent persists. In this course, we will engage with fiction published in the last 15 years as well as critical texts and essays. Students will read fiction written in different genres. We will examine, among other things, how these writers negotiate their themes without compromising the integrity of their craft with a view to excelling in our own writing.']"
LITR 0210D,LITR,['201610'],Digital Language Art II,,[],"['Project-oriented workshop for writers, visual/sound artists, filmmakers, and programmers wishing to explore techniques for effective and innovative use of text in digital media. Topics include hypertext narrative, kinetic poetry, and recombinant and computer-generated texts. Collaboration encouraged. Work sample (writing, programming, website) due on first day of semester. Enrollment limited to 17. Instructor permission required. S/NC.']"
LITR 1151E,LITR,['201610'],Latin American Death Trip,,[],"['Death is the subject of many of the greatest (most moving, innovative, funny, haunting, political, oneiric) Latin American poems of the 20th century, from Gorostiza’s Death without End to Villaurrutia’s Nostalgia for Death to Saenz’ The Night. What particularities of culture, gender, age, faith or experience might account for the visionary clarity of death as constant companion or permeable border, etc.? What makes the poems great? Our class will read classic Latin American books in bilingual editions (so Spanish literacy is not a requirement, but we will talk about translation issues).']"
LITR 1151H,LITR,['201610'],Discomfort,,[],"['Comfort is overrated! This course is an invitation to leave our comfort zones and dive into texts that invite us to rethink the way we view history, the world, fiction, writing, race relations etc. We will read recommended texts and discuss them in class. Discussions will include but not be limited to the narrative techniques employed by the writers and our response to the texts, both as readers and as writers.']"
LITR 1151I,LITR,['201610'],Remaster + Remix,,[],"['This workshop/seminar will use the intuition, logic and esthetics of popular music forms such as punk, house, dub step, reggae and blues to delve into the complex connections between a selection of classic novels and versions of these novels retold. What tensions get reset when writers on an empire’s margin write back? What assumptions get shifted when women refocus a novel’s concerns? What are the possibilities and dangers in reconstructing classics while trying to mash them up? And why are we breathless when a stylist riffs? French Antillean notions of creolité will offer guidance. Main guide—the books.']"
LITR 1230Z,LITR,['201610'],Syncretic Gods,,[],"['Is it possible to kill a God? What happens within a generation to change the face of a God? To change the nature of a God itself? In this course we will research the various transformations of the myths of Yoruba deities as they too traverse middle passage in the suffocating holds of merchant ships. We will commit to the (subversive) task of imagining and re-imagining the myths of the Orishas. Using as a foundation the seventeen drawings in Cuban artist Alberto del Pozo’s Orichas series, we will cover the storied lives of these our immortal and syncretic Gods.']"
LITR 1231B,LITR,['201610'],The Enchantment of Re-Imagining,,[],"['The author, Sam Leith, likened the recent Jane Austen project (in which six authors are tasked with rewriting Jane Austen for a modern audience) to “writing fiction as literary criticism.” In this course, we are invited to think more speculatively about the role of re-imagination in literature and society by reading texts which do not only re-imagine the past by reframing history but which also re-imagine life and the present to offer us an alternate view. In some cases, these texts re-write existing classics. We will engage closely with the texts and relevant works of criticism.']"
MATH 0060,MATH,"['202120', '202100', '201920', '201820', '201720', '201620']",Analytic Geometry and Calculus,MATH\xa00090MATH\xa00100MATH\xa00050MATH\xa00070MATH\xa00090,[],"['A slower-paced introduction to calculus for students who require additional preparation. Presents the same calculus topics as MATH\xa00090, together with a review of the necessary precalculus topics. Students successfully completing this sequence are prepared for MATH\xa00100. Prerequisite: MATH\xa00050 or written permission. May not be taken for credit in addition to MATH\xa00070 or MATH\xa00090. S/NC only.']"
MATH 0090,MATH,"['202120', '202110', '202100', '202020', '202010', '202000', '201920', '201910', '201900', '201820', '201810', '201720', '201710', '201700', '201620', '201610', '201600']","Introductory Calculus, Part I",MATH\xa00090MATH\xa00100MATH\xa00050MATH\xa00060MATH\xa00070,[],"['An intensive course in calculus of one variable including limits, differentiation, maxima and minima, the chain rule, rational functions, trigonometric functions, and exponential functions. Introduction to integration with applications to area and volumes of revolution. MATH\xa00090 and MATH\xa00100 or the equivalent are recommended for all students intending to concentrate in the sciences or mathematics. May not be taken for credit in addition to MATH\xa00050 or MATH\xa00060 or MATH\xa00070. S/NC only.']"
MATH 0100,MATH,"['202120', '202110', '202100', '202020', '202010', '201920', '201910', '201820', '201810', '201720', '201710', '201620', '201610', '201600']","Introductory Calculus, Part II",MATH\xa00090MATH\xa00090,[],"[""A continuation of the material of MATH\xa00090 including further development of integration, techniques of integration, and applications. Other topics include infinite series, power series, Taylor's formula, polar and parametric equations, and an introduction to differential equations. MATH\xa00090 or the equivalent are recommended for all students intending to concentrate in the sciences or mathematics.""]"
MATH 0180,MATH,"['202120', '202110', '202100', '202020', '202010', '201920', '201910', '201820', '201810', '201720', '201710', '201620', '201610']",Intermediate Calculus,MATH\xa00100,[],"[""Three-dimensional analytic geometry. Differential and integral calculus for functions of two or three variables: partial derivatives, multiple integrals, line integrals, Green's Theorem, Stokes' Theorem. Prerequisite: MATH\xa00100, 0170, or 0190.""]"
MATH 0200,MATH,"['202120', '202110', '202100', '202020', '201920', '201910', '201820', '201810', '201720', '201710', '201620', '201610']",Intermediate Calculus (Physics/Engineering),MATH\xa00180MATH\xa00100,[],"[""Covers roughly the same material as MATH\xa00180, but is intended for students with a special interest in physics or engineering. The main topics are: geometry of three-dimensional space; partial derivatives; Lagrange multipliers; double, surface, and triple integrals; vector analysis; Stokes' theorem and the divergence theorem, with applications to electrostatics and fluid flow. The extra hour is a weekly problem session. Recommended prerequisite: MATH\xa00100, 0170, or 0190.""]"
MATH 0420,MATH,"['202120', '201920', '201820', '201720', '201620']",Introduction to Number Theory,,[],"['An overview of one of the most beautiful areas of mathematics. Ideal for any student who wants a taste of mathematics outside of, or in addition to, the calculus sequence. Topics include: prime numbers, congruences, quadratic reciprocity, sums of squares, Diophantine equations, and, as time permits, such topics as cryptography and continued fractions. No prerequisites.']"
MATH 0520,MATH,"['202120', '202110', '202100', '202020', '202010', '202000', '201920', '201910', '201900', '201820', '201810', '201800', '201720', '201710', '201700', '201620', '201610']",Linear Algebra,MATH\xa00520MATH\xa00540MATH\xa01260MATH\xa01610MATH\xa00100MATH\xa00540,[],"['Vector spaces, linear transformations, matrices, systems of linear equations, bases, projections, rotations, determinants, and inner products. Applications may include differential equations, difference equations, least squares approximations, and models in economics and in biological and physical sciences. MATH\xa00520 or MATH\xa00540 is a prerequisite for all 1000-level courses in Mathematics except MATH\xa01260 or MATH\xa01610. Recommended prerequisite: MATH\xa00100 or equivalent. May not be taken in addition to MATH\xa00540.']"
MATH 0540,MATH,"['202120', '202110', '202100', '202020', '202010', '201920', '201910', '201820', '201810', '201720', '201710', '201620', '201610']",Honors Linear Algebra,MATH\xa00540MATH\xa00520MATH\xa00100,[],"['This course provides a rigorous introduction to the theory of linear algebra. Topics covered include: matrices, linear equations, determinants, and eigenvalues; vector spaces and linear transformations; inner products; Hermitian, orthogonal, and unitary matrices; and Jordan normal forms. MATH\xa00540 provides a more theoretical treatment of the topics in MATH\xa00520, and students will have opportunities during the course to develop proof-writing skills. [Recommended prerequisites: MATH\xa00100 or equivalent.]']"
MATH 1001,MATH,['202120'],The Art of Writing Mathematics,,[],"['Math 1001 is an introduction to proof-writing designed to prepare students for further exploration of rigorous mathematics. Students will be trained to identify and employ a variety of proof-techniques such as direct proof, proof by contradiction, proof by induction, and proof by cases, to name a few. Mathematical topics covered include samplings of set theory, logic, and number theory, with additional topics chosen at the instructors discretion if time permits.\nStudents with little proof writing experience are encouraged to take Math 1001 prior to taking, or concurrently with, other 1000-level Mathematics courses.']"
MATH 1010,MATH,"['202120', '202100', '202020', '201920', '201820', '201720', '201620']",Analysis: Functions of One Variable,MATH\xa00180MATH\xa00520MATH\xa01010MATH\xa01130,[],"['Completeness properties of the real number system, topology of the real line. Proof of basic theorems in calculus, infinite series. Topics selected from ordinary differential equations. Fourier series, Gamma functions, and the topology of Euclidean plane and 3-space. Prerequisite: MATH\xa00180, 0200, or 0350. MATH\xa00520 or 0540 may be taken concurrently. Most students are advised to take MATH\xa01010 before MATH\xa01130.']"
MATH 1040,MATH,"['202120', '202020', '201820', '201720', '201620']",Fundamental Problems of Geometry,,[],"['This class discusses geometry from a modern perspective. Topics include hyperbolic, projective, conformal, and affine geometry, and various theorems and structures built out of them. Prerequisite: MA 0520, MA 0540, or permission of the instructor.']"
MATH 1120,MATH,"['202120', '202020', '201920', '201820', '201720', '201620']",Partial Differential Equations,,[],"[""The wave equation, the heat equation, Laplace's equation, and other classical equations of mathematical physics and their generalizations, discussion of well-posedness problems. The method of characteristics, initial and boundary conditions, separation of variables, solutions in series of eigenfunctions, Fourier series, maximum principles, Green’s identities and Green’s functions.""]"
MATH 1140,MATH,"['202120', '202020', '201920', '201820', '201720', '201620']",Functions Of Several Variables,MATH\xa01130MATH\xa01130,[],['See Functions Of Several Variables (MATH\xa01130) for course description. Prerequisite: MATH\xa01130 or instructor permission.']
